age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,workclass,education,marital.status,occupation,relationship,race,sex,native.country,income
17.0,12285.0,1.0,0.0,0.0,99.0, ?, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, China, >50K
17.0,1484705.0,1.0,99999.0,0.0,1.0, ?, 11th, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, ?, >50K
17.0,12285.0,1.0,0.0,4356.0,1.0, ?, 10th, Divorced, ?, Other-relative, White, Male, ?, <=50K
90.0,1484705.0,16.0,99999.0,4356.0,1.0, Federal-gov, 10th, Married-AF-spouse, Adm-clerical, Not-in-family, Other, Female, Dominican-Republic, <=50K
17.0,12285.0,1.0,99999.0,4356.0,99.0, ?, 10th, Married-civ-spouse, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female, Cambodia, <=50K
17.0,1484705.0,1.0,0.0,0.0,1.0, Local-gov, 1st-4th, Divorced, ?, Husband, Asian-Pac-Islander, Female, Canada, <=50K
17.0,12285.0,16.0,0.0,0.0,99.0, ?, 10th, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Female, China, >50K
90.0,12285.0,16.0,0.0,0.0,1.0, Federal-gov, 10th, Divorced, Armed-Forces, Own-child, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,1484705.0,1.0,0.0,0.0,1.0, ?, 10th, Divorced, Armed-Forces, Not-in-family, Black, Male, Canada, <=50K
90.0,1484705.0,1.0,0.0,0.0,1.0, ?, 1st-4th, Divorced, ?, Husband, Asian-Pac-Islander, Male, ?, <=50K
17.0,12285.0,16.0,99999.0,4356.0,1.0, Local-gov, 1st-4th, Married-AF-spouse, ?, Other-relative, Amer-Indian-Eskimo, Male, ?, <=50K
17.0,1484705.0,16.0,0.0,0.0,99.0, Federal-gov, 12th, Married-civ-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,16.0,99999.0,4356.0,99.0, ?, 7th-8th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, Canada, >50K
17.0,1484705.0,1.0,0.0,4356.0,99.0, ?, 10th, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Female, ?, >50K
17.0,1484705.0,1.0,0.0,0.0,1.0, Federal-gov, 10th, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male, Cambodia, >50K
90.0,1484705.0,1.0,0.0,4356.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,12285.0,1.0,99999.0,4356.0,99.0, ?, 10th, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Female, ?, >50K
17.0,1484705.0,16.0,99999.0,4356.0,1.0, ?, 1st-4th, Never-married, ?, Husband, Amer-Indian-Eskimo, Male, ?, <=50K
90.0,1484705.0,16.0,0.0,0.0,1.0, Federal-gov, 10th, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, ?, <=50K
90.0,1484705.0,1.0,0.0,0.0,99.0, ?, 10th, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Female, Columbia, >50K
90.0,12285.0,16.0,99999.0,0.0,99.0, ?, 1st-4th, Never-married, ?, Not-in-family, Black, Male, Columbia, >50K
90.0,1484705.0,1.0,99999.0,4356.0,99.0, ?, 12th, Married-civ-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female, Columbia, <=50K
90.0,1484705.0,1.0,99999.0,0.0,1.0, Federal-gov, 5th-6th, Divorced, ?, Other-relative, Asian-Pac-Islander, Female, Canada, >50K
17.0,12285.0,16.0,99999.0,4356.0,1.0, Federal-gov, 12th, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, ?, >50K
90.0,1484705.0,1.0,0.0,0.0,99.0, Federal-gov, 12th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, Columbia, <=50K
90.0,1484705.0,1.0,99999.0,4356.0,1.0, Never-worked, 10th, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female, ?, <=50K
17.0,1484705.0,16.0,99999.0,4356.0,99.0, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female, Canada, <=50K
17.0,1484705.0,1.0,0.0,0.0,99.0, Local-gov, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, ?, >50K
90.0,1484705.0,16.0,0.0,0.0,1.0, ?, 10th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, ?, >50K
17.0,1484705.0,1.0,99999.0,0.0,99.0, ?, 5th-6th, Divorced, Craft-repair, Not-in-family, Black, Female, ?, <=50K
90.0,1484705.0,16.0,99999.0,0.0,1.0, ?, 11th, Divorced, ?, Husband, Other, Female, ?, <=50K
17.0,12285.0,16.0,0.0,0.0,1.0, ?, 5th-6th, Divorced, ?, Husband, Asian-Pac-Islander, Male, ?, <=50K
