age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,workclass,education,marital.status,occupation,relationship,race,sex,native.country,income
40.0,195647.9,13.0,0.0,0.0,1.0, ?, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Female, ?, >50K
90.0,12285.0,1.0,0.0,0.0,1.0, ?, 10th, Married-AF-spouse, Adm-clerical, Not-in-family, Other, Female, ?, <=50K
32.0,221533.28,11.0,0.0,0.0,99.0, ?, 11th, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Female, Cuba, <=50K
26.0,297983.44,9.0,0.0,0.0,99.0, ?, 11th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, ?, <=50K
31.0,324714.34,10.0,0.0,0.0,99.0, ?, 12th, Divorced, Farming-fishing, Husband, White, Female, Canada, <=50K
30.0,266377.12,7.0,0.0,0.0,1.0, ?, 10th, Divorced, ?, Husband, Other, Female, ?, <=50K
22.0,94169.44,10.0,0.0,0.0,99.0, Local-gov, 10th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female, Cambodia, <=50K
35.0,211050.28,7.0,0.0,0.0,1.0, ?, 10th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female, ?, <=50K
42.0,170470.66,9.0,0.0,0.0,99.0, ?, 12th, Divorced, ?, Husband, Black, Male, China, <=50K
59.0,347085.44,7.0,0.0,0.0,99.0, Private, 10th, Divorced, Armed-Forces, Not-in-family, Black, Female, Cuba, <=50K
35.0,240050.8,12.0,0.0,0.0,1.0, Federal-gov, 10th, Married-civ-spouse, Armed-Forces, Husband, Other, Female, China, <=50K
55.0,98504.53,10.0,0.0,0.0,99.0, Federal-gov, 11th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male, ?, >50K
75.809616,183629.7,14.0,0.0,0.0,99.0, ?, 5th-6th, Married-AF-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Cambodia, >50K
27.0,679132.44,10.0,27471.406,0.0,99.0, Federal-gov, 12th, Married-AF-spouse, ?, Not-in-family, Black, Female, ?, <=50K
19.0,135641.0,10.0,0.0,0.0,99.0, Private, 1st-4th, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male, China, <=50K
90.0,12285.0,1.0,99999.0,0.0,1.0, ?, 10th, Never-married, ?, Other-relative, Other, Female, Canada, <=50K
90.0,12285.0,9.0,99999.0,0.0,55.0, Federal-gov, 11th, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male, Cambodia, <=50K
17.0,1484705.0,9.0,0.0,0.0,99.0, ?, 10th, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, ?, <=50K
37.0,172532.66,9.0,0.0,0.0,1.0, Federal-gov, 12th, Separated, Adm-clerical, Husband, Black, Female, ?, <=50K
52.0,200508.7,7.0,0.0,0.0,1.0, Federal-gov, 11th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
34.0,174485.83,9.0,0.0,0.0,99.0, ?, 10th, Divorced, ?, Husband, Amer-Indian-Eskimo, Male, ?, <=50K
26.0,170111.56,10.0,0.0,0.0,1.0, ?, 5th-6th, Divorced, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female, Cambodia, <=50K
32.0,29186.318,9.0,0.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Husband, White, Female, ?, <=50K
17.0,18830.492,10.0,99999.0,0.0,1.0, ?, 10th, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female, Cambodia, <=50K
18.0,56715.457,9.0,0.0,0.0,99.0, Federal-gov, 10th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female, ?, <=50K
26.0,147800.33,4.0,0.0,0.0,1.0, ?, 12th, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Cambodia, <=50K
29.0,155589.45,7.0,0.0,0.0,99.0, Federal-gov, 10th, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female, Canada, <=50K
44.0,137668.08,9.0,0.0,0.0,1.0, ?, 11th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
32.0,138690.31,10.0,0.0,0.0,1.0, Local-gov, 1st-4th, Divorced, Adm-clerical, Own-child, Other, Female, ?, <=50K
60.0,262176.28,9.0,0.0,0.0,1.0, Local-gov, 11th, Married-spouse-absent, ?, Not-in-family, Other, Male, Cuba, <=50K
46.0,116063.945,9.0,0.0,0.0,99.0, ?, 10th, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, Canada, <=50K
23.0,268794.25,10.0,0.0,0.0,1.0081342, ?, 12th, Married-spouse-absent, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, Dominican-Republic, <=50K
78.12517,153873.19,10.0,0.0,0.0,1.0, ?, 12th, Divorced, Armed-Forces, Not-in-family, Black, Male, Cambodia, <=50K
30.0,55281.105,2.0,0.0,0.0,99.0, Federal-gov, 1st-4th, Married-spouse-absent, ?, Husband, Black, Male, ?, <=50K
51.0,89996.55,11.0,0.0,0.0,99.0, ?, 10th, Divorced, ?, Husband, Amer-Indian-Eskimo, Male, China, >50K
24.0,34184.145,13.0,0.0,0.0,20.0, ?, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, Canada, <=50K
27.0,160475.53,9.0,0.0,0.0,99.0, ?, 10th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female, Cambodia, <=50K
60.0,374009.97,5.0,0.0,0.0,99.0, State-gov, 10th, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male, China, <=50K
55.0,45669.426,2.0,0.0,0.0,99.0, ?, 1st-4th, Married-AF-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, Columbia, <=50K
24.0,119134.68,12.0,0.0,0.0,1.0, Local-gov, 1st-4th, Divorced, Adm-clerical, Husband, Black, Female, Cuba, >50K
20.0,363071.25,10.0,0.0,0.0,1.0, Local-gov, 12th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female, Canada, <=50K
23.0,197017.7,8.0,0.0,0.0,1.0, ?, 11th, Separated, ?, Not-in-family, Black, Female, ?, <=50K
31.0,343226.16,10.0,0.0,0.0,1.0, Private, 7th-8th, Married-civ-spouse, ?, Not-in-family, Other, Female, Cuba, <=50K
59.0,247679.55,10.0,0.0,0.0,99.0, Federal-gov, 10th, Married-AF-spouse, ?, Husband, Black, Male, ?, <=50K
20.0,233037.5,9.0,0.0,0.0,99.0, ?, 10th, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
40.0,77213.055,12.0,0.0,0.0,99.0, ?, 11th, Divorced, ?, Not-in-family, Black, Female, ?, <=50K
50.0,209477.95,10.0,0.0,0.0,99.0, Local-gov, 11th, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female, Cambodia, <=50K
43.0,160112.34,9.0,0.0,0.0,1.0, Local-gov, 11th, Divorced, Farming-fishing, Husband, Black, Male, China, >50K
28.0,74803.58,9.0,0.0,0.0,99.0, ?, 10th, Divorced, ?, Own-child, Amer-Indian-Eskimo, Female, Canada, <=50K
53.0,49699.26,7.0,0.0,0.0,99.0, ?, 10th, Married-AF-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, ?, <=50K
52.0,14994.883,9.0,0.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, China, <=50K
19.582989,306616.4,10.0,0.0,0.0,99.0, ?, 11th, Married-spouse-absent, ?, Other-relative, Other, Female, China, <=50K
26.0,189433.52,9.0,0.0,0.0,1.0, Private, 11th, Married-AF-spouse, ?, Own-child, Asian-Pac-Islander, Female, Cambodia, <=50K
29.0,89621.5,4.0,0.0,0.0,1.0, Local-gov, 11th, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
61.0,127713.27,10.0,0.0,0.0,1.0, Federal-gov, 10th, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female, Canada, <=50K
48.0,26579.748,9.0,0.0,0.0,1.0, Local-gov, 1st-4th, Divorced, ?, Husband, Black, Female, China, <=50K
79.89172,328906.56,13.0,0.0,0.0,1.0, Self-emp-not-inc, 12th, Divorced, ?, Husband, Amer-Indian-Eskimo, Female, Canada, >50K
20.0,40971.008,9.0,0.0,0.0,25.0, Local-gov, 11th, Divorced, Farming-fishing, Not-in-family, Black, Female, ?, <=50K
35.0,175630.25,9.0,0.0,0.0,1.0, Private, 11th, Married-AF-spouse, Adm-clerical, Wife, Other, Female, Cambodia, <=50K
50.0,81932.91,9.0,0.0,0.0,1.0, ?, 10th, Married-civ-spouse, ?, Husband, Black, Female, Canada, <=50K
29.0,213049.77,10.0,0.0,0.0,99.0, ?, 10th, Divorced, Armed-Forces, Husband, Other, Female, Canada, <=50K
45.0,121232.38,13.0,0.0,0.0,1.0, Local-gov, 11th, Married-AF-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Canada, >50K
31.0,141043.72,13.0,0.0,0.0,99.0, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Own-child, Black, Female, China, <=50K
25.0,141423.17,9.0,0.0,0.0,84.0, ?, 10th, Divorced, ?, Husband, Black, Female, ?, <=50K
43.0,251875.42,12.0,15024.0,0.0,1.0, Federal-gov, 10th, Divorced, ?, Husband, Black, Female, Canada, >50K
24.0,364804.44,5.0,12923.214,0.0,99.0, ?, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male, Canada, >50K
39.0,65836.484,10.0,0.0,0.0,1.0, Never-worked, 11th, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female, ?, <=50K
37.0,264722.56,10.0,0.0,0.0,3.7260346, ?, 10th, Married-AF-spouse, Armed-Forces, Own-child, Amer-Indian-Eskimo, Female, Cambodia, <=50K
81.35729,55758.098,9.0,0.0,0.0,99.0, ?, 10th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male, Cambodia, <=50K
22.0,699763.56,10.0,0.0,0.0,80.0, ?, 10th, Divorced, Handlers-cleaners, Other-relative, Black, Male, Canada, <=50K
65.0,12285.0,13.0,99999.0,0.0,99.0, Local-gov, 10th, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female, ?, <=50K
22.0,121411.38,10.0,0.0,0.0,99.0, Federal-gov, 11th, Married-AF-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, ?, <=50K
36.0,249151.4,10.0,5195.873,0.0,1.0, Federal-gov, 10th, Married-AF-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female, ?, >50K
47.0,36973.44,16.0,99999.0,0.0,1.0, Federal-gov, 11th, Divorced, ?, Husband, White, Female, ?, >50K
